#group,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,
,result,table,_time,Amag,Ax,Ay,Az,Gmag,Gx,Gy,Gz
,,0,2025-11-18T17:46:35.006Z,9.82,9.44,-2.67,-0.32,6.16,-4.3,1.57,-4.13
,,0,2025-11-18T17:46:35.016Z,9.84,9.47,-2.67,-0.25,5.86,-3.57,1.6,-4.36
,,0,2025-11-18T17:46:35.026Z,9.83,9.46,-2.67,-0.29,5.84,-3.4,1.62,-4.47
,,0,2025-11-18T17:46:35.036Z,9.81,9.45,-2.62,-0.22,5.74,-3.73,1.75,-4
,,0,2025-11-18T17:46:35.046Z,9.72,9.39,-2.52,-0.27,6.28,-4.53,1.67,-4.02
,,0,2025-11-18T17:46:35.056Z,9.72,9.37,-2.56,-0.18,6.42,-4.98,1.43,-3.78
,,0,2025-11-18T17:46:35.066Z,9.76,9.41,-2.62,-0.13,6.84,-5.34,1.6,-3.96
,,0,2025-11-18T17:46:35.076Z,9.76,9.39,-2.63,-0.3,6.88,-5.34,1.56,-4.05
,,0,2025-11-18T17:46:35.086Z,9.77,9.41,-2.62,-0.17,6.84,-5.37,1.42,-3.98
,,0,2025-11-18T17:46:35.096Z,9.72,9.36,-2.61,-0.23,6.74,-4.89,1.66,-4.34
,,0,2025-11-18T17:46:35.106Z,9.68,9.3,-2.65,-0.24,6.61,-4.85,1.64,-4.19
,,0,2025-11-18T17:46:35.116Z,9.67,9.31,-2.6,-0.25,6.34,-4.84,1.49,-3.81
,,0,2025-11-18T17:46:35.126Z,9.75,9.4,-2.58,-0.25,6.47,-5.12,1.43,-3.69
,,0,2025-11-18T17:46:35.136Z,9.72,9.33,-2.68,-0.36,6.71,-5.11,1.25,-4.16
,,0,2025-11-18T17:46:35.146Z,9.83,9.42,-2.77,-0.33,6.16,-4.18,1.38,-4.31
,,0,2025-11-18T17:46:35.156Z,9.87,9.49,-2.72,-0.3,6.13,-4.03,1.25,-4.45
,,0,2025-11-18T17:46:35.166Z,9.85,9.47,-2.72,-0.25,6.59,-3.83,1.3,-5.2
,,0,2025-11-18T17:46:35.176Z,9.8,9.41,-2.72,-0.29,6.77,-3.98,0.89,-5.4
,,0,2025-11-18T17:46:35.186Z,9.78,9.4,-2.71,-0.26,6.37,-3.56,0.93,-5.2
,,0,2025-11-18T17:46:35.196Z,9.77,9.4,-2.69,-0.18,6.15,-3.46,0.84,-5.02
,,0,2025-11-18T17:46:35.206Z,9.78,9.4,-2.72,-0.19,6.25,-3.29,1.25,-5.17
,,0,2025-11-18T17:46:35.216Z,9.78,9.4,-2.68,-0.21,6.24,-3.62,1.62,-4.82
,,0,2025-11-18T17:46:35.226Z,9.8,9.45,-2.6,-0.24,6.23,-3.63,1.74,-4.75
,,0,2025-11-18T17:46:35.236Z,9.79,9.43,-2.61,-0.12,6.39,-4.05,1.89,-4.56
,,0,2025-11-18T17:46:35.246Z,9.76,9.41,-2.62,-0.21,6.61,-4.17,2.15,-4.66
,,0,2025-11-18T17:46:35.256Z,9.77,9.41,-2.6,-0.23,6.48,-4.23,2.28,-4.35
,,0,2025-11-18T17:46:35.266Z,9.75,9.39,-2.63,-0.21,6.64,-4.27,2.45,-4.46
,,0,2025-11-18T17:46:35.276Z,9.76,9.4,-2.61,-0.24,6.89,-4.35,2.53,-4.7
,,0,2025-11-18T17:46:35.286Z,9.71,9.35,-2.59,-0.37,6.83,-4.49,2.6,-4.45
,,0,2025-11-18T17:46:35.296Z,9.69,9.32,-2.65,-0.34,6.4,-4.42,2.21,-4.07
,,0,2025-11-18T17:46:35.306Z,9.71,9.34,-2.63,-0.32,6.63,-4.51,2.08,-4.38
,,0,2025-11-18T17:46:35.316Z,9.69,9.3,-2.68,-0.31,5.92,-3.76,1.76,-4.22
,,0,2025-11-18T17:46:35.326Z,9.68,9.3,-2.64,-0.32,5.58,-3.23,1.63,-4.25
,,0,2025-11-18T17:46:35.336Z,9.77,9.39,-2.67,-0.39,5.93,-3.49,1.73,-4.47
,,0,2025-11-18T17:46:35.346Z,9.76,9.38,-2.64,-0.37,6.07,-3.28,1.79,-4.78
,,0,2025-11-18T17:46:35.356Z,9.78,9.4,-2.71,-0.28,6.01,-3.22,1.24,-4.92
,,0,2025-11-18T17:46:35.366Z,9.75,9.36,-2.72,-0.28,5.84,-3.07,1.15,-4.83
,,0,2025-11-18T17:46:35.376Z,9.81,9.4,-2.78,-0.21,5.94,-2.81,1.21,-5.09
,,0,2025-11-18T17:46:35.386Z,9.83,9.43,-2.75,-0.21,5.58,-2.17,1.4,-4.95
,,0,2025-11-18T17:46:35.396Z,9.82,9.42,-2.75,-0.22,5.45,-1.8,1.57,-4.9
,,0,2025-11-18T17:46:35.406Z,9.82,9.42,-2.76,-0.23,5.51,-1.54,1.62,-5.04
,,0,2025-11-18T17:46:35.416Z,9.8,9.41,-2.73,-0.23,5.63,-1.82,1.71,-5.05
,,0,2025-11-18T17:46:35.426Z,9.81,9.44,-2.67,-0.1,5.56,-1.7,1.83,-4.97
,,0,2025-11-18T17:46:35.436Z,9.75,9.39,-2.62,-0.25,5.6,-1.8,2.02,-4.9
,,0,2025-11-18T17:46:35.446Z,9.78,9.41,-2.63,-0.29,5.65,-1.89,1.88,-4.98
,,0,2025-11-18T17:46:35.456Z,9.81,9.43,-2.66,-0.25,5.78,-2.13,1.92,-5.02
,,0,2025-11-18T17:46:35.466Z,9.77,9.41,-2.6,-0.28,5.86,-2.18,2.24,-4.96
,,0,2025-11-18T17:46:35.476Z,9.74,9.38,-2.6,-0.28,5.63,-2.46,2.24,-4.54
,,0,2025-11-18T17:46:35.486Z,9.7,9.34,-2.59,-0.36,6.03,-3.22,1.89,-4.73
,,0,2025-11-18T17:46:35.496Z,9.76,9.39,-2.66,-0.31,5.56,-2.83,1.51,-4.54
,,0,2025-11-18T17:46:35.506Z,9.73,9.34,-2.7,-0.35,5.54,-2.4,1.58,-4.74
,,0,2025-11-18T17:46:35.516Z,9.7,9.33,-2.65,-0.3,5.81,-1.7,1.61,-5.32
,,0,2025-11-18T17:46:35.526Z,9.71,9.33,-2.68,-0.3,5.5,-1.56,1.38,-5.09
,,0,2025-11-18T17:46:35.536Z,9.76,9.36,-2.76,-0.29,5.68,-0.8,1.4,-5.44
,,0,2025-11-18T17:46:35.546Z,9.84,9.43,-2.8,-0.28,5.5,-0.64,1.03,-5.37
,,0,2025-11-18T17:46:35.556Z,9.78,9.39,-2.72,-0.23,5.75,-0.19,1.41,-5.57
,,0,2025-11-18T17:46:35.566Z,9.82,9.41,-2.78,-0.36,6.02,0.05,1.21,-5.9
,,0,2025-11-18T17:46:35.576Z,9.81,9.4,-2.81,-0.19,5.86,0.33,1.11,-5.74
,,0,2025-11-18T17:46:35.586Z,9.81,9.42,-2.73,-0.17,5.85,0.62,1.47,-5.63
,,0,2025-11-18T17:46:35.596Z,9.71,9.34,-2.63,-0.21,5.79,0.53,1.63,-5.53
,,0,2025-11-18T17:46:35.606Z,9.77,9.41,-2.64,-0.12,5.93,0.37,1.28,-5.78
,,0,2025-11-18T17:46:35.616Z,9.77,9.41,-2.64,-0.15,5.62,0.68,1.31,-5.42
,,0,2025-11-18T17:46:35.626Z,9.8,9.46,-2.53,-0.18,5.78,0.89,1.34,-5.55
,,0,2025-11-18T17:46:35.636Z,9.72,9.4,-2.5,-0.2,5.41,0.52,1.23,-5.24
,,0,2025-11-18T17:46:35.646Z,9.71,9.35,-2.59,-0.21,5.45,-0.12,0.73,-5.4
,,0,2025-11-18T17:46:35.656Z,9.7,9.36,-2.55,-0.28,5.89,-0.11,0.63,-5.85
,,0,2025-11-18T17:46:35.666Z,9.63,9.3,-2.46,-0.28,5.49,-0.36,0.87,-5.4
,,0,2025-11-18T17:46:35.676Z,9.65,9.33,-2.48,-0.27,5.44,-1.11,0.47,-5.31
,,0,2025-11-18T17:46:35.686Z,9.75,9.38,-2.63,-0.34,5.53,-0.8,0.33,-5.46
,,0,2025-11-18T17:46:35.696Z,9.77,9.37,-2.74,-0.32,6.2,-0.11,0.4,-6.18
,,0,2025-11-18T17:46:35.706Z,9.76,9.39,-2.66,-0.34,6.23,0.6,0.42,-6.19
,,0,2025-11-18T17:46:35.716Z,9.73,9.34,-2.68,-0.36,6.29,0.88,-0.31,-6.22
,,0,2025-11-18T17:46:35.726Z,9.78,9.37,-2.78,-0.31,6.93,1.5,-1.15,-6.66
,,0,2025-11-18T17:46:35.736Z,9.8,9.37,-2.83,-0.28,7.59,2.66,-1.27,-6.99
,,0,2025-11-18T17:46:35.746Z,9.76,9.36,-2.75,-0.25,7.69,3.12,-1.39,-6.89
,,0,2025-11-18T17:46:35.756Z,9.72,9.36,-2.63,-0.2,7.15,1.89,-1.14,-6.8
,,0,2025-11-18T17:46:35.766Z,9.73,9.36,-2.65,-0.11,6.32,1.24,-1.08,-6.1
,,0,2025-11-18T17:46:35.776Z,9.77,9.4,-2.67,-0.13,6.14,-0.22,-0.78,-6.08
,,0,2025-11-18T17:46:35.786Z,9.8,9.43,-2.66,-0.12,6.13,-0.63,-0.19,-6.09
,,0,2025-11-18T17:46:35.796Z,9.75,9.39,-2.59,-0.18,6.48,-1.56,0.5,-6.27
,,0,2025-11-18T17:46:35.806Z,9.76,9.4,-2.6,-0.19,6.46,-2.37,0.64,-5.98
,,0,2025-11-18T17:46:35.816Z,9.81,9.46,-2.63,-0.12,7.22,-4.42,1.69,-5.45
,,0,2025-11-18T17:46:35.826Z,9.75,9.38,-2.69,0.01,7.89,-4.1,1.55,-6.56
,,0,2025-11-18T17:46:35.836Z,9.87,9.45,-2.84,-0.02,7.92,-3.23,2.43,-6.81
,,0,2025-11-18T17:46:35.846Z,9.68,9.35,-2.51,-0.23,7.49,-3.14,0.69,-6.77
,,0,2025-11-18T17:46:35.856Z,9.66,9.35,-2.43,-0.35,7.03,-0.92,1.72,-6.76
,,0,2025-11-18T17:46:35.866Z,9.99,9.62,-2.67,-0.29,8.51,-0.24,3.13,-7.91
,,0,2025-11-18T17:46:35.876Z,9.9,9.53,-2.65,-0.25,7.63,1.81,2.32,-7.04
,,0,2025-11-18T17:46:35.886Z,9.85,9.48,-2.67,-0.21,7.46,2.69,2.68,-6.43
,,0,2025-11-18T17:46:35.896Z,9.94,9.56,-2.7,-0.3,7.18,2.98,2.4,-6.08
,,0,2025-11-18T17:46:35.906Z,9.95,9.58,-2.67,-0.26,7.31,3.26,2.37,-6.09
,,0,2025-11-18T17:46:35.916Z,9.88,9.51,-2.67,-0.2,7.33,4.02,2.21,-5.72
,,0,2025-11-18T17:46:35.926Z,9.89,9.54,-2.59,-0.22,6.98,3.7,2.07,-5.54
,,0,2025-11-18T17:46:35.936Z,9.83,9.45,-2.7,-0.2,6.63,4.45,1.12,-4.79
,,0,2025-11-18T17:46:35.946Z,9.84,9.47,-2.68,-0.33,8.31,5.48,1.02,-6.17
,,0,2025-11-18T17:46:35.956Z,9.83,9.47,-2.62,-0.29,7.89,6.15,0.79,-4.87
,,0,2025-11-18T17:46:35.966Z,9.72,9.38,-2.53,-0.22,7.49,5.45,0.81,-5.08
,,0,2025-11-18T17:46:35.976Z,9.65,9.31,-2.53,-0.25,6.87,4.76,0.75,-4.9
,,0,2025-11-18T17:46:35.986Z,9.61,9.28,-2.51,-0.26,6.29,3.76,0.7,-5
,,0,2025-11-18T17:46:35.996Z,9.64,9.31,-2.47,-0.31,5.87,2.79,0.89,-5.09
,,0,2025-11-18T17:46:36.006Z,9.64,9.31,-2.49,-0.22,6.24,2.19,1.18,-5.73
,,0,2025-11-18T17:46:36.016Z,9.66,9.31,-2.56,-0.37,6.87,2.05,1.15,-6.46
,,0,2025-11-18T17:46:36.026Z,9.64,9.27,-2.64,-0.29,7.04,2.47,0.72,-6.56
,,0,2025-11-18T17:46:36.036Z,9.73,9.36,-2.65,-0.3,7.52,3.55,0.65,-6.6
,,0,2025-11-18T17:46:36.046Z,9.73,9.35,-2.68,-0.28,7.84,4.07,0.92,-6.64
,,0,2025-11-18T17:46:36.056Z,9.72,9.34,-2.68,-0.33,8.23,4.82,0.63,-6.64
,,0,2025-11-18T17:46:36.066Z,9.77,9.41,-2.6,-0.23,7.63,3.77,0.85,-6.58
,,0,2025-11-18T17:46:36.076Z,9.74,9.4,-2.52,-0.29,6.98,2.75,0.86,-6.36
,,0,2025-11-18T17:46:36.086Z,9.68,9.35,-2.48,-0.21,6.71,1.66,1,-6.42
,,0,2025-11-18T17:46:36.096Z,9.74,9.4,-2.54,-0.15,6.88,1.08,0.61,-6.77
,,0,2025-11-18T17:46:36.106Z,9.71,9.39,-2.47,-0.1,6.9,-0.16,0.67,-6.86
,,0,2025-11-18T17:46:36.116Z,9.7,9.41,-2.37,-0.04,6.84,-1.4,0.92,-6.63
,,0,2025-11-18T17:46:36.126Z,9.68,9.38,-2.38,-0.05,6.97,-2.62,0.98,-6.38
,,0,2025-11-18T17:46:36.136Z,9.68,9.38,-2.39,-0.13,6.97,-3.4,0.82,-6.03
,,0,2025-11-18T17:46:36.146Z,9.71,9.4,-2.44,-0.12,6.91,-4.05,1.06,-5.5
,,0,2025-11-18T17:46:36.156Z,9.81,9.49,-2.5,-0.08,7.45,-4.47,1.05,-5.86
,,0,2025-11-18T17:46:36.166Z,9.79,9.46,-2.55,-0.15,7.93,-4.21,1.23,-6.61
,,0,2025-11-18T17:46:36.176Z,9.76,9.43,-2.52,-0.17,7.81,-4.04,0.9,-6.62
,,0,2025-11-18T17:46:36.186Z,9.71,9.36,-2.57,-0.15,7.81,-4.45,0.85,-6.36
,,0,2025-11-18T17:46:36.196Z,9.68,9.34,-2.55,-0.26,7.14,-3.82,0.59,-6
,,0,2025-11-18T17:46:36.206Z,9.7,9.35,-2.57,-0.21,6.99,-4.11,0.78,-5.6
,,0,2025-11-18T17:46:36.216Z,9.69,9.36,-2.49,-0.3,6.76,-4.09,0.73,-5.33
,,0,2025-11-18T17:46:36.226Z,9.74,9.42,-2.47,-0.26,6.67,-4.19,0.59,-5.16
,,0,2025-11-18T17:46:36.236Z,9.85,9.51,-2.56,-0.28,7.26,-4.99,0.97,-5.18
,,0,2025-11-18T17:46:36.246Z,9.87,9.51,-2.59,-0.35,7.86,-5.47,0.9,-5.58
,,0,2025-11-18T17:46:36.256Z,9.84,9.49,-2.57,-0.32,7.88,-5.51,1.24,-5.5
,,0,2025-11-18T17:46:36.266Z,9.84,9.46,-2.67,-0.4,7.96,-5.66,0.79,-5.55
,,0,2025-11-18T17:46:36.276Z,9.8,9.43,-2.67,-0.28,7.91,-5.44,0.85,-5.68
,,0,2025-11-18T17:46:36.286Z,9.76,9.41,-2.58,-0.21,7.81,-5.28,0.76,-5.7
,,0,2025-11-18T17:46:36.296Z,9.68,9.32,-2.59,-0.22,7.28,-5.21,0.6,-5.05
,,0,2025-11-18T17:46:36.306Z,9.63,9.28,-2.55,-0.19,7.03,-5.02,0.8,-4.86
,,0,2025-11-18T17:46:36.316Z,9.57,9.24,-2.47,-0.19,7.4,-5.45,0.82,-4.93
,,0,2025-11-18T17:46:36.326Z,9.57,9.26,-2.41,-0.09,7.08,-5.01,1.03,-4.9
,,0,2025-11-18T17:46:36.336Z,9.62,9.3,-2.45,-0.16,7.49,-5.46,1.27,-4.97
,,0,2025-11-18T17:46:36.346Z,9.71,9.4,-2.44,-0.2,7.44,-5.98,1.13,-4.28
,,0,2025-11-18T17:46:36.356Z,9.76,9.41,-2.55,-0.27,7.56,-5.91,1.29,-4.53
,,0,2025-11-18T17:46:36.366Z,9.81,9.44,-2.68,-0.18,7.43,-5.52,1.34,-4.79
,,0,2025-11-18T17:46:36.376Z,9.78,9.4,-2.69,-0.2,7.46,-5.44,1.76,-4.79
,,0,2025-11-18T17:46:36.386Z,9.79,9.42,-2.66,-0.21,7.39,-5.65,1.95,-4.35
,,0,2025-11-18T17:46:36.396Z,9.71,9.36,-2.55,-0.19,7.15,-5.88,1.6,-3.73
,,0,2025-11-18T17:46:36.406Z,9.8,9.41,-2.7,-0.32,7.02,-5.53,1.84,-3.9
,,0,2025-11-18T17:46:36.416Z,9.8,9.42,-2.7,-0.17,6.49,-4.82,1.95,-3.88
,,0,2025-11-18T17:46:36.426Z,9.81,9.45,-2.63,-0.17,6.4,-4.45,2.11,-4.08
,,0,2025-11-18T17:46:36.436Z,9.81,9.47,-2.52,-0.24,6.05,-4.21,1.82,-3.95
,,0,2025-11-18T17:46:36.446Z,9.8,9.46,-2.55,-0.29,5.85,-4.27,1.4,-3.75
,,0,2025-11-18T17:46:36.456Z,9.85,9.49,-2.59,-0.27,5.69,-3.44,1.68,-4.21
,,0,2025-11-18T17:46:36.466Z,9.85,9.5,-2.58,-0.28,5.66,-3,1.79,-4.45
,,0,2025-11-18T17:46:36.476Z,9.82,9.48,-2.54,-0.26,5.41,-2.85,1.99,-4.15
,,0,2025-11-18T17:46:36.486Z,9.79,9.45,-2.56,-0.21,5.31,-2.78,1.54,-4.25
,,0,2025-11-18T17:46:36.496Z,9.81,9.46,-2.56,-0.22,5.01,-2.56,1.29,-4.11
,,0,2025-11-18T17:46:36.506Z,9.82,9.49,-2.52,-0.19,5.07,-2.48,1.32,-4.21
,,0,2025-11-18T17:46:36.516Z,9.73,9.41,-2.47,-0.16,5.15,-2.99,1.34,-3.97
,,0,2025-11-18T17:46:36.526Z,9.76,9.44,-2.44,-0.15,5.29,-3.08,1.13,-4.15
,,0,2025-11-18T17:46:36.536Z,9.8,9.49,-2.46,-0.23,5.3,-3.17,1.57,-3.95
,,0,2025-11-18T17:46:36.546Z,9.79,9.47,-2.47,-0.22,5.34,-2.94,1.57,-4.17
,,0,2025-11-18T17:46:36.556Z,9.73,9.4,-2.49,-0.21,5.49,-3.31,1.56,-4.08
,,0,2025-11-18T17:46:36.566Z,9.74,9.42,-2.47,-0.22,6.12,-4.03,1.5,-4.35
,,0,2025-11-18T17:46:36.576Z,9.71,9.4,-2.43,-0.27,6.5,-4.62,1.96,-4.14
,,0,2025-11-18T17:46:36.586Z,9.79,9.46,-2.53,-0.19,6.88,-5.09,2.05,-4.15
,,0,2025-11-18T17:46:36.596Z,9.79,9.44,-2.56,-0.3,6.6,-4.83,1.73,-4.15
,,0,2025-11-18T17:46:36.606Z,9.77,9.41,-2.62,-0.31,6.47,-4.43,1.95,-4.29
,,0,2025-11-18T17:46:36.616Z,9.71,9.37,-2.53,-0.31,6.61,-4.63,1.82,-4.35
,,0,2025-11-18T17:46:36.626Z,9.71,9.37,-2.55,-0.24,6.64,-4.66,1.63,-4.44
,,0,2025-11-18T17:46:36.636Z,9.78,9.41,-2.62,-0.35,6.39,-4.31,1.37,-4.51
,,0,2025-11-18T17:46:36.646Z,9.79,9.43,-2.62,-0.29,6.53,-4.44,1.52,-4.54
,,0,2025-11-18T17:46:36.656Z,9.78,9.42,-2.59,-0.33,6.34,-3.91,1.8,-4.65
,,0,2025-11-18T17:46:36.666Z,9.77,9.42,-2.58,-0.28,6.07,-3.84,1.51,-4.45
,,0,2025-11-18T17:46:36.676Z,9.73,9.38,-2.58,-0.2,6.62,-4.08,1.54,-4.98
,,0,2025-11-18T17:46:36.686Z,9.76,9.4,-2.61,-0.26,6.54,-4.09,1.33,-4.93
,,0,2025-11-18T17:46:36.696Z,9.74,9.39,-2.57,-0.14,6.66,-3.82,1.09,-5.34
,,0,2025-11-18T17:46:36.706Z,9.8,9.46,-2.58,-0.23,6.54,-3.92,1.01,-5.13
,,0,2025-11-18T17:46:36.716Z,9.84,9.49,-2.59,-0.3,6.68,-4.05,1.27,-5.16
,,0,2025-11-18T17:46:36.726Z,9.81,9.45,-2.64,-0.15,6.93,-4.39,1.06,-5.26
,,0,2025-11-18T17:46:36.736Z,9.83,9.47,-2.62,-0.25,6.78,-3.83,0.97,-5.5
,,0,2025-11-18T17:46:36.746Z,9.76,9.41,-2.55,-0.15,6.52,-3.52,1.13,-5.37
,,0,2025-11-18T17:46:36.756Z,9.77,9.44,-2.52,-0.17,6.51,-3.47,0.76,-5.46
,,0,2025-11-18T17:46:36.766Z,9.75,9.41,-2.54,-0.22,6.71,-3.48,1.31,-5.58
,,0,2025-11-18T17:46:36.776Z,9.78,9.44,-2.52,-0.24,6.85,-3.54,1.75,-5.6
,,0,2025-11-18T17:46:36.786Z,9.79,9.45,-2.53,-0.23,6.76,-3.56,1.48,-5.55
,,0,2025-11-18T17:46:36.796Z,9.78,9.43,-2.56,-0.27,7.06,-3.98,1.56,-5.62
,,0,2025-11-18T17:46:36.94Z,9.77,9.41,-2.63,-0.28,5.88,-3.7,1.83,-4.18
,,0,2025-11-18T17:46:36.949Z,9.74,9.36,-2.66,-0.27,5.44,-3.15,1.97,-3.98
,,0,2025-11-18T17:46:36.959Z,9.73,9.35,-2.67,-0.27,5.5,-3.06,1.86,-4.17
,,0,2025-11-18T17:46:36.969Z,9.73,9.36,-2.61,-0.29,5.22,-3.09,1.13,-4.05
,,0,2025-11-18T17:46:36.979Z,9.82,9.46,-2.6,-0.29,5.25,-3,1.26,-4.11
,,0,2025-11-18T17:46:36.989Z,9.83,9.49,-2.57,-0.23,5.54,-2.75,1.67,-4.51
,,0,2025-11-18T17:46:36.999Z,9.79,9.43,-2.62,-0.3,5.23,-2.26,1.24,-4.55
,,0,2025-11-18T17:46:37.009Z,9.82,9.46,-2.63,-0.21,5.13,-2.38,1.59,-4.26
,,0,2025-11-18T17:46:37.019Z,9.8,9.45,-2.61,-0.22,5.3,-2,1.71,-4.6
,,0,2025-11-18T17:46:37.029Z,9.8,9.44,-2.61,-0.2,5.12,-1.38,1.66,-4.64
,,0,2025-11-18T17:46:37.039Z,9.81,9.47,-2.56,-0.19,4.98,-1.61,1.52,-4.47
,,0,2025-11-18T17:46:37.049Z,9.74,9.42,-2.48,-0.16,5.2,-2.27,1.71,-4.35
,,0,2025-11-18T17:46:37.059Z,9.76,9.44,-2.48,-0.25,5.39,-2.72,1.45,-4.43
,,0,2025-11-18T17:46:37.069Z,9.76,9.43,-2.48,-0.23,5.51,-2.82,1.28,-4.56
,,0,2025-11-18T17:46:37.079Z,9.79,9.46,-2.5,-0.18,5.79,-3.08,1.77,-4.57
,,0,2025-11-18T17:46:37.089Z,9.72,9.39,-2.49,-0.15,5.88,-3.24,1.71,-4.6
,,0,2025-11-18T17:46:37.099Z,9.72,9.4,-2.47,-0.27,6.22,-3.67,1.92,-4.64
,,0,2025-11-18T17:46:37.109Z,9.68,9.35,-2.53,-0.23,6.09,-3.76,1.85,-4.42
,,0,2025-11-18T17:46:37.119Z,9.76,9.41,-2.57,-0.28,6.19,-3.87,1.68,-4.53
,,0,2025-11-18T17:46:37.129Z,9.76,9.41,-2.58,-0.26,6.23,-3.93,1.82,-4.48
,,0,2025-11-18T17:46:37.139Z,9.74,9.37,-2.63,-0.35,6.63,-4.31,2.12,-4.56
,,0,2025-11-18T17:46:37.149Z,9.73,9.36,-2.63,-0.3,6.14,-3.56,1.64,-4.72
,,0,2025-11-18T17:46:37.159Z,9.75,9.38,-2.63,-0.32,6.06,-3.22,1.63,-4.86
,,0,2025-11-18T17:46:37.169Z,9.77,9.41,-2.61,-0.34,6.08,-2.73,1.62,-5.18
,,0,2025-11-18T17:46:37.179Z,9.7,9.33,-2.62,-0.3,5.75,-2.56,1.51,-4.92
,,0,2025-11-18T17:46:37.189Z,9.76,9.41,-2.59,-0.24,5.34,-2.51,1.04,-4.6
,,0,2025-11-18T17:46:37.199Z,9.78,9.44,-2.51,-0.25,5.54,-2.54,1.47,-4.69
,,0,2025-11-18T17:46:37.209Z,9.73,9.4,-2.48,-0.21,5.77,-3.11,1.79,-4.51
,,0,2025-11-18T17:46:37.219Z,9.7,9.38,-2.48,-0.3,6.41,-3.89,1.75,-4.79
,,0,2025-11-18T17:46:37.229Z,9.81,9.47,-2.54,-0.23,6.47,-4.26,1.65,-4.58
,,0,2025-11-18T17:46:37.239Z,9.77,9.43,-2.56,-0.26,6.24,-3.76,1.27,-4.81
,,0,2025-11-18T17:46:37.249Z,9.78,9.44,-2.55,-0.2,5.78,-3.27,1.46,-4.54
,,0,2025-11-18T17:46:37.259Z,9.78,9.42,-2.62,-0.21,5.88,-3.4,1.53,-4.54
,,0,2025-11-18T17:46:37.269Z,9.76,9.42,-2.56,-0.18,5.74,-3.45,1.56,-4.31
,,0,2025-11-18T17:46:37.279Z,9.78,9.44,-2.57,-0.17,5.8,-4.08,1.47,-3.85
,,0,2025-11-18T17:46:37.289Z,9.78,9.46,-2.45,-0.28,6.29,-4.68,1.84,-3.78
,,0,2025-11-18T17:46:37.299Z,9.78,9.45,-2.49,-0.27,6.61,-4.99,1.83,-3.93
,,0,2025-11-18T17:46:37.309Z,9.78,9.43,-2.57,-0.28,6.94,-5.05,1.78,-4.43
,,0,2025-11-18T17:46:37.319Z,9.83,9.46,-2.66,-0.29,6.91,-4.46,1.86,-4.95
