#group,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,
,result,table,_time,Amag,Ax,Ay,Az,Gmag,Gx,Gy,Gz
,,0,2025-11-18T17:40:01.7Z,9.76,9.23,-3.13,-0.41,5.27,-1.37,0.62,-5.05
,,0,2025-11-18T17:40:01.71Z,9.74,9.21,-3.13,-0.51,5.31,-1.84,1.24,-4.82
,,0,2025-11-18T17:40:01.72Z,9.77,9.27,-3.05,-0.52,5.45,-2.4,1.53,-4.65
,,0,2025-11-18T17:40:01.73Z,9.75,9.24,-3.04,-0.57,5.64,-2.62,1.55,-4.75
,,0,2025-11-18T17:40:01.74Z,9.74,9.21,-3.11,-0.57,5.47,-2.95,1.42,-4.38
,,0,2025-11-18T17:40:01.75Z,9.77,9.23,-3.13,-0.67,5.08,-2.47,0.93,-4.34
,,0,2025-11-18T17:40:01.76Z,9.79,9.27,-3.06,-0.66,5.35,-2.13,0.95,-4.82
,,0,2025-11-18T17:40:01.77Z,9.74,9.24,-2.98,-0.67,5.45,-2.07,1.08,-4.93
,,0,2025-11-18T17:40:01.78Z,9.66,9.16,-3.02,-0.61,5.63,-2.45,0.44,-5.05
,,0,2025-11-18T17:40:01.79Z,9.76,9.25,-3.05,-0.66,5.56,-2.32,0.31,-5.04
,,0,2025-11-18T17:40:01.8Z,9.78,9.28,-3.04,-0.62,5.7,-1.92,0.21,-5.36
,,0,2025-11-18T17:40:01.81Z,9.77,9.26,-3.06,-0.56,5.64,-1.73,0.5,-5.34
,,0,2025-11-18T17:40:01.82Z,9.75,9.23,-3.08,-0.58,6.21,-2.24,0.66,-5.75
,,0,2025-11-18T17:40:01.83Z,9.72,9.19,-3.11,-0.53,6.3,-1.89,0.72,-5.97
,,0,2025-11-18T17:40:01.84Z,9.71,9.18,-3.12,-0.6,5.71,-1.84,0.37,-5.4
,,0,2025-11-18T17:40:01.85Z,9.77,9.24,-3.12,-0.56,5.73,-1.66,0.75,-5.44
,,0,2025-11-18T17:40:01.86Z,9.75,9.22,-3.13,-0.44,6.66,-2.44,1.12,-6.09
,,0,2025-11-18T17:40:01.87Z,9.69,9.17,-3.1,-0.57,6.54,-2.79,1.36,-5.76
,,0,2025-11-18T17:40:01.88Z,9.72,9.19,-3.11,-0.53,6.1,-3.01,0.83,-5.24
,,0,2025-11-18T17:40:01.89Z,9.73,9.19,-3.15,-0.46,6.29,-3.08,1.17,-5.37
,,0,2025-11-18T17:40:01.9Z,9.77,9.21,-3.23,-0.46,6.36,-2.96,1.47,-5.44
,,0,2025-11-18T17:40:01.91Z,9.75,9.2,-3.19,-0.52,6.45,-2.64,1.75,-5.62
,,0,2025-11-18T17:40:01.92Z,9.79,9.23,-3.22,-0.53,6.42,-2.53,1.44,-5.73
,,0,2025-11-18T17:40:01.93Z,9.74,9.18,-3.2,-0.55,6.01,-2,1.59,-5.44
,,0,2025-11-18T17:40:01.94Z,9.7,9.16,-3.13,-0.61,6.28,-2.39,1.7,-5.55
,,0,2025-11-18T17:40:01.95Z,9.74,9.19,-3.15,-0.58,6.25,-2.32,1.47,-5.62
,,0,2025-11-18T17:40:01.96Z,9.71,9.17,-3.14,-0.57,6.22,-2.44,1.68,-5.47
,,0,2025-11-18T17:40:01.97Z,9.72,9.19,-3.11,-0.59,6.26,-2.17,1.44,-5.69
,,0,2025-11-18T17:40:01.98Z,9.72,9.2,-3.09,-0.58,6.29,-2.26,1.58,-5.65
,,0,2025-11-18T17:40:01.99Z,9.71,9.2,-3.04,-0.57,6.19,-2.37,1.56,-5.5
,,0,2025-11-18T17:40:02Z,9.69,9.17,-3.11,-0.49,6.11,-2.37,1.35,-5.47
,,0,2025-11-18T17:40:02.01Z,9.73,9.21,-3.1,-0.55,6.22,-2.97,1.35,-5.3
,,0,2025-11-18T17:40:02.02Z,9.75,9.24,-3.08,-0.51,6.14,-3.19,1.3,-5.08
,,0,2025-11-18T17:40:02.03Z,9.74,9.21,-3.11,-0.55,6.39,-3.76,1.63,-4.9
,,0,2025-11-18T17:40:02.04Z,9.71,9.19,-3.08,-0.53,6.22,-3.89,1.37,-4.66
,,0,2025-11-18T17:40:02.05Z,9.68,9.18,-3.05,-0.53,6.27,-3.94,1.34,-4.69
,,0,2025-11-18T17:40:02.06Z,9.66,9.15,-3.08,-0.45,6.06,-4.09,1.24,-4.3
,,0,2025-11-18T17:40:02.07Z,9.66,9.16,-3.03,-0.41,6.3,-4.63,1.47,-4.01
,,0,2025-11-18T17:40:02.08Z,9.67,9.16,-3.07,-0.47,6.13,-4.66,0.92,-3.88
,,0,2025-11-18T17:40:02.09Z,9.72,9.21,-3.09,-0.42,5.91,-4.47,0.95,-3.74
,,0,2025-11-18T17:40:02.1Z,9.67,9.17,-3.06,-0.42,5.67,-3.9,0.88,-4.02
,,0,2025-11-18T17:40:02.11Z,9.75,9.26,-3.03,-0.4,5.59,-3.85,1.32,-3.83
,,0,2025-11-18T17:40:02.12Z,9.72,9.23,-3,-0.49,6.11,-4.8,1.54,-3.46
,,0,2025-11-18T17:40:02.13Z,9.76,9.25,-3.07,-0.5,6.17,-4.78,1.65,-3.54
,,0,2025-11-18T17:40:02.14Z,9.78,9.27,-3.07,-0.56,6.34,-4.63,1.79,-3.94
,,0,2025-11-18T17:40:02.15Z,9.85,9.32,-3.14,-0.66,6.36,-4.37,2.31,-4.01
,,0,2025-11-18T17:40:02.16Z,9.9,9.34,-3.21,-0.67,6.27,-4.11,2.21,-4.18
,,0,2025-11-18T17:40:02.17Z,9.92,9.33,-3.28,-0.74,6.04,-3.82,1.96,-4.25
,,0,2025-11-18T17:40:02.18Z,9.88,9.29,-3.29,-0.69,5.77,-3.09,1.73,-4.56
,,0,2025-11-18T17:40:02.19Z,9.86,9.26,-3.32,-0.66,6.17,-3.01,1.79,-5.08
,,0,2025-11-18T17:40:02.2Z,9.79,9.21,-3.27,-0.59,5.79,-2.53,1.46,-5
,,0,2025-11-18T17:40:02.21Z,9.79,9.22,-3.25,-0.62,5.58,-2.05,1.53,-4.95
,,0,2025-11-18T17:40:02.22Z,9.73,9.18,-3.18,-0.46,5.38,-1.98,1.66,-4.71
,,0,2025-11-18T17:40:02.23Z,9.79,9.24,-3.16,-0.6,5.37,-1.98,1.91,-4.61
,,0,2025-11-18T17:40:02.24Z,9.77,9.28,-3.04,-0.48,5.7,-2.45,2.41,-4.55
,,0,2025-11-18T17:40:02.25Z,9.76,9.27,-3.02,-0.44,5.72,-3.31,2.02,-4.21
,,0,2025-11-18T17:40:02.26Z,9.73,9.23,-3.03,-0.55,6.01,-3.89,2.05,-4.11
,,0,2025-11-18T17:40:02.27Z,9.76,9.27,-3.01,-0.51,6.13,-4.08,2.13,-4.05
,,0,2025-11-18T17:40:02.28Z,9.68,9.17,-3.06,-0.5,6.39,-4.52,2.27,-3.9
,,0,2025-11-18T17:40:02.29Z,9.68,9.18,-3.04,-0.56,6.83,-5.01,2.34,-4.02
,,0,2025-11-18T17:40:02.3Z,9.67,9.17,-3.03,-0.61,6.25,-4.45,2.22,-3.79
,,0,2025-11-18T17:40:02.457Z,9.78,9.21,-3.23,-0.53,7.12,-4.02,2.12,-5.48
,,0,2025-11-18T17:40:02.466Z,9.7,9.14,-3.2,-0.49,6.91,-3.85,2.02,-5.37
,,0,2025-11-18T17:40:02.476Z,9.76,9.2,-3.19,-0.57,6.64,-3.89,1.79,-5.08
,,0,2025-11-18T17:40:02.486Z,9.72,9.18,-3.15,-0.43,6.82,-4.14,1.94,-5.06
,,0,2025-11-18T17:40:02.496Z,9.68,9.16,-3.09,-0.5,7.2,-4.27,2.28,-5.33
,,0,2025-11-18T17:40:02.506Z,9.65,9.14,-3.05,-0.49,7.63,-5.22,2.08,-5.16
,,0,2025-11-18T17:40:02.516Z,9.66,9.18,-2.95,-0.54,7.29,-5.39,2.37,-4.31
,,0,2025-11-18T17:40:02.526Z,9.73,9.17,-3.22,-0.54,7.82,-6.21,2.11,-4.27
,,0,2025-11-18T17:40:02.536Z,9.76,9.17,-3.3,-0.54,7.63,-5.44,1.79,-5.05
,,0,2025-11-18T17:40:02.546Z,9.76,9.21,-3.19,-0.59,7.82,-4.66,2.56,-5.73
,,0,2025-11-18T17:40:02.556Z,9.64,9.11,-3.11,-0.58,7.7,-4.96,2.5,-5.34
,,0,2025-11-18T17:40:02.566Z,9.62,9.06,-3.18,-0.63,7.3,-4.9,1.96,-5.04
,,0,2025-11-18T17:40:02.576Z,9.73,9.13,-3.32,-0.63,7.08,-4.32,1.62,-5.37
,,0,2025-11-18T17:40:02.586Z,9.71,9.14,-3.22,-0.6,7.23,-4.18,1.88,-5.6
,,0,2025-11-18T17:40:02.596Z,9.67,9.12,-3.15,-0.62,7.04,-3.94,1.52,-5.63
,,0,2025-11-18T17:40:02.606Z,9.69,9.13,-3.21,-0.6,7.26,-4.38,1.25,-5.65
,,0,2025-11-18T17:40:02.616Z,9.73,9.14,-3.29,-0.5,7.04,-3.95,1.18,-5.71
,,0,2025-11-18T17:40:02.626Z,9.74,9.17,-3.25,-0.51,6.85,-3.34,1.32,-5.84
,,0,2025-11-18T17:40:02.636Z,9.73,9.16,-3.23,-0.52,6.82,-3.37,1.47,-5.75
,,0,2025-11-18T17:40:02.646Z,9.79,9.2,-3.31,-0.49,6.64,-3.06,1.28,-5.76
,,0,2025-11-18T17:40:02.656Z,9.77,9.19,-3.3,-0.48,6.33,-2.95,1.4,-5.42
,,0,2025-11-18T17:40:02.666Z,9.79,9.24,-3.17,-0.54,6.21,-2.66,1.2,-5.49
,,0,2025-11-18T17:40:02.676Z,9.75,9.19,-3.22,-0.47,6.39,-2.8,1.68,-5.5
,,0,2025-11-18T17:40:02.686Z,9.79,9.22,-3.25,-0.47,6.46,-2.92,1.68,-5.52
,,0,2025-11-18T17:40:02.696Z,9.75,9.18,-3.23,-0.49,6.04,-2.47,1.57,-5.29
,,0,2025-11-18T17:40:02.706Z,9.78,9.22,-3.24,-0.48,6.32,-2.78,1.69,-5.41
,,0,2025-11-18T17:40:02.716Z,9.75,9.21,-3.16,-0.53,5.99,-2.66,1.82,-5.05
,,0,2025-11-18T17:40:02.726Z,9.77,9.23,-3.13,-0.57,6.02,-2.79,2.07,-4.92
,,0,2025-11-18T17:40:02.736Z,9.77,9.23,-3.14,-0.55,6.04,-3.1,2.03,-4.77
,,0,2025-11-18T17:40:02.746Z,9.72,9.18,-3.17,-0.56,6.04,-3.02,1.89,-4.87
,,0,2025-11-18T17:40:02.756Z,9.75,9.21,-3.15,-0.58,6.12,-3.05,1.75,-5.01
,,0,2025-11-18T17:40:02.766Z,9.78,9.25,-3.14,-0.54,5.88,-2.71,1.33,-5.05
,,0,2025-11-18T17:40:02.776Z,9.76,9.19,-3.22,-0.64,5.81,-2.6,1.45,-4.98
,,0,2025-11-18T17:40:02.786Z,9.74,9.18,-3.2,-0.59,5.61,-2.46,1.34,-4.86
,,0,2025-11-18T17:40:02.796Z,9.77,9.23,-3.16,-0.64,5.47,-2.34,1.41,-4.74
,,0,2025-11-18T17:40:02.806Z,9.77,9.23,-3.14,-0.63,5.93,-2.79,1.47,-5.02
,,0,2025-11-18T17:40:02.816Z,9.76,9.2,-3.19,-0.62,5.74,-2.7,1.47,-4.85
,,0,2025-11-18T17:40:02.826Z,9.71,9.15,-3.22,-0.56,5.6,-2.31,1.54,-4.86
