#group,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,
,result,table,_time,Amag,Ax,Ay,Az,Gmag,Gx,Gy,Gz
,,0,2025-11-18T17:50:30.141Z,9.94,9.29,-3.24,1.4,6.56,-3.58,0.99,-5.4
,,0,2025-11-18T17:50:30.151Z,9.88,9.2,-3.31,1.39,6.17,-4.21,0.98,-4.4
,,0,2025-11-18T17:50:30.161Z,9.86,9.16,-3.33,1.45,5.83,-4.09,1.53,-3.86
,,0,2025-11-18T17:50:30.171Z,9.82,9.14,-3.31,1.44,5.5,-3.76,1.93,-3.53
,,0,2025-11-18T17:50:30.181Z,9.74,9.04,-3.33,1.47,4.85,-3.56,1.32,-3.01
,,0,2025-11-18T17:50:30.191Z,9.67,8.99,-3.27,1.37,3.81,-2.83,0.69,-2.46
,,0,2025-11-18T17:50:30.201Z,9.72,9.02,-3.3,1.51,3.62,-2.67,-0.24,-2.43
,,0,2025-11-18T17:50:30.211Z,9.69,9.01,-3.26,1.45,3.57,-1.94,-0.47,-2.96
,,0,2025-11-18T17:50:30.221Z,9.7,9.02,-3.25,1.46,4.06,-1.06,-1.42,-3.65
,,0,2025-11-18T17:50:30.231Z,9.67,8.94,-3.34,1.52,4.88,-0.37,-1.37,-4.67
,,0,2025-11-18T17:50:30.241Z,9.72,8.86,-3.67,1.58,6.37,1.5,-2.85,-5.5
,,0,2025-11-18T17:50:30.251Z,9.84,8.93,-3.81,1.59,8.27,3.5,-5.05,-5.54
,,0,2025-11-18T17:50:30.261Z,9.94,9.06,-3.77,1.63,9.45,5.44,-5.76,-5.15
,,0,2025-11-18T17:50:30.271Z,9.91,9.11,-3.58,1.57,10.04,6.4,-5.94,-4.96
,,0,2025-11-18T17:50:30.281Z,9.87,9.07,-3.58,1.5,9.3,6.29,-5.18,-4.47
,,0,2025-11-18T17:50:30.291Z,9.92,9.07,-3.68,1.57,9.21,6.33,-5.58,-3.69
,,0,2025-11-18T17:50:30.301Z,9.91,9.04,-3.76,1.56,9.23,6.45,-6.22,-2.2
,,0,2025-11-18T17:50:30.311Z,9.87,9.02,-3.71,1.53,9.45,6.6,-6.64,-1.24
,,0,2025-11-18T17:50:30.321Z,9.9,9.09,-3.64,1.44,8.86,6.26,-6.27,-0.01
,,0,2025-11-18T17:50:30.331Z,9.91,9.12,-3.59,1.46,7.79,5.47,-5.51,0.63
,,0,2025-11-18T17:50:30.341Z,9.8,9.05,-3.47,1.46,6.39,4.2,-4.66,1.21
,,0,2025-11-18T17:50:30.351Z,9.82,9.06,-3.45,1.51,5.23,3.15,-3.93,1.4
,,0,2025-11-18T17:50:30.361Z,9.82,9.05,-3.48,1.56,5.33,2.26,-4.24,2.31
,,0,2025-11-18T17:50:30.371Z,9.84,9.07,-3.49,1.55,5.75,1.85,-4.73,2.7
,,0,2025-11-18T17:50:30.381Z,9.92,9.18,-3.42,1.57,5.68,1.5,-4.43,3.23
,,0,2025-11-18T17:50:30.391Z,9.98,9.24,-3.4,1.61,5.21,0.89,-4.33,2.76
,,0,2025-11-18T17:50:30.401Z,9.99,9.28,-3.38,1.52,4.84,0.73,-3.98,2.65
,,0,2025-11-18T17:50:30.411Z,9.99,9.29,-3.37,1.48,4.45,0.03,-3.69,2.5
,,0,2025-11-18T17:50:30.421Z,9.98,9.3,-3.32,1.42,3.85,0.15,-3.1,2.28
,,0,2025-11-18T17:50:30.431Z,10,9.31,-3.36,1.43,3.89,-0.12,-3.05,2.4
,,0,2025-11-18T17:50:30.441Z,9.96,9.3,-3.3,1.37,3.56,-0.25,-2.81,2.18
,,0,2025-11-18T17:50:30.451Z,9.94,9.28,-3.22,1.48,3.43,-0.31,-2.66,2.15
,,0,2025-11-18T17:50:30.461Z,9.93,9.3,-3.15,1.49,3.21,-0.54,-2.47,1.97
,,0,2025-11-18T17:50:30.471Z,9.94,9.27,-3.21,1.58,2.83,-0.6,-1.89,2.02
,,0,2025-11-18T17:50:30.481Z,9.91,9.27,-3.17,1.49,2.62,-0.65,-1.94,1.64
,,0,2025-11-18T17:50:30.491Z,9.85,9.21,-3.17,1.47,2.64,-0.46,-2.34,1.14
,,0,2025-11-18T17:50:30.501Z,9.89,9.26,-3.17,1.42,2.62,-0.17,-2.6,0.32
,,0,2025-11-18T17:50:30.511Z,9.92,9.28,-3.15,1.48,2.99,0.12,-2.87,-0.82
,,0,2025-11-18T17:50:30.521Z,9.93,9.3,-3.15,1.46,2.75,0.85,-2.32,-1.2
,,0,2025-11-18T17:50:30.531Z,9.88,9.25,-3.11,1.53,3.48,1.38,-2.16,-2.35
,,0,2025-11-18T17:50:30.541Z,9.87,9.25,-3.08,1.51,4.43,1.37,-2.38,-3.47
,,0,2025-11-18T17:50:30.551Z,9.87,9.28,-3.03,1.47,4.94,1.2,-2.73,-3.95
,,0,2025-11-18T17:50:30.561Z,9.85,9.24,-3.08,1.46,5.71,0.82,-2.66,-4.98
,,0,2025-11-18T17:50:30.571Z,9.89,9.3,-3.05,1.4,6.31,1.01,-2.73,-5.6
,,0,2025-11-18T17:50:30.581Z,9.86,9.28,-3.03,1.42,6.84,0.35,-2.54,-6.34
,,0,2025-11-18T17:50:30.591Z,9.91,9.36,-2.99,1.29,7.06,-0.57,-1.84,-6.79
,,0,2025-11-18T17:50:30.601Z,9.88,9.32,-2.98,1.38,7.67,-1.44,-1.24,-7.43
,,0,2025-11-18T17:50:30.611Z,9.91,9.32,-3.05,1.43,8.37,-2.67,-0.92,-7.88
,,0,2025-11-18T17:50:30.621Z,9.91,9.33,-3.04,1.4,8.59,-3.42,-0.47,-7.87
,,0,2025-11-18T17:50:30.631Z,9.84,9.26,-3.07,1.36,9.04,-4.55,-0.28,-7.8
,,0,2025-11-18T17:50:30.641Z,9.83,9.24,-3.07,1.35,9.46,-5.12,0.05,-7.95
,,0,2025-11-18T17:50:30.651Z,9.88,9.27,-3.12,1.4,10.36,-5.66,0.11,-8.68
,,0,2025-11-18T17:50:30.661Z,9.85,9.21,-3.21,1.37,10.71,-5.92,0.22,-8.92
,,0,2025-11-18T17:50:30.671Z,9.88,9.24,-3.23,1.38,11.21,-5.89,0.06,-9.53
,,0,2025-11-18T17:50:30.681Z,9.9,9.25,-3.27,1.34,11.81,-6.14,-0.47,-10.08
,,0,2025-11-18T17:50:30.691Z,9.95,9.28,-3.31,1.38,12.24,-5.7,-0.69,-10.81
,,0,2025-11-18T17:50:30.701Z,10,9.34,-3.3,1.37,12.74,-5.3,-0.27,-11.58
,,0,2025-11-18T17:50:30.711Z,10,9.35,-3.29,1.32,13.07,-5.24,0,-11.98
,,0,2025-11-18T17:50:30.721Z,9.96,9.31,-3.27,1.38,13.78,-5.88,-0.04,-12.46
,,0,2025-11-18T17:50:30.731Z,9.95,9.29,-3.31,1.31,14.1,-6.02,0.44,-12.74
,,0,2025-11-18T17:50:30.741Z,9.92,9.26,-3.31,1.34,14.04,-5.79,0.67,-12.77
,,0,2025-11-18T17:50:30.751Z,9.9,9.23,-3.31,1.33,14.34,-6.18,0.98,-12.9
,,0,2025-11-18T17:50:30.761Z,9.88,9.19,-3.38,1.34,13.99,-6.24,1.14,-12.47
,,0,2025-11-18T17:50:30.771Z,9.87,9.19,-3.36,1.27,14.11,-6.6,1.31,-12.4
,,0,2025-11-18T17:50:30.781Z,9.86,9.17,-3.35,1.42,13.97,-7.03,1.47,-11.98
,,0,2025-11-18T17:50:30.791Z,9.84,9.13,-3.39,1.39,13.7,-7.05,1.4,-11.66
,,0,2025-11-18T17:50:30.801Z,9.88,9.17,-3.4,1.41,13.25,-7.08,1.55,-11.1
,,0,2025-11-18T17:50:30.811Z,9.92,9.21,-3.4,1.41,13.02,-6.85,1.79,-10.92
,,0,2025-11-18T17:50:30.821Z,9.86,9.14,-3.39,1.42,13.13,-7.36,1.66,-10.75
,,0,2025-11-18T17:50:30.831Z,9.91,9.2,-3.42,1.37,12.72,-6.95,1.43,-10.55
,,0,2025-11-18T17:50:30.841Z,9.89,9.16,-3.46,1.35,12.42,-6.76,1.63,-10.28
,,0,2025-11-18T17:50:30.851Z,9.92,9.21,-3.42,1.4,12.13,-6.57,1.71,-10.05
,,0,2025-11-18T17:50:30.861Z,9.94,9.23,-3.43,1.34,12.01,-6.77,2.38,-9.63
,,0,2025-11-18T17:50:30.871Z,9.93,9.24,-3.42,1.29,12.06,-6.84,2.64,-9.57
,,0,2025-11-18T17:50:30.881Z,9.91,9.22,-3.4,1.29,11.79,-7.24,2.82,-8.87
,,0,2025-11-18T17:50:30.891Z,9.93,9.22,-3.44,1.32,11.86,-7.79,2.9,-8.46
,,0,2025-11-18T17:50:30.901Z,9.92,9.21,-3.46,1.28,11.49,-7.99,2.92,-7.72
,,0,2025-11-18T17:50:30.911Z,9.93,9.24,-3.45,1.24,11.24,-7.95,3.1,-7.31
,,0,2025-11-18T17:50:30.921Z,9.92,9.2,-3.47,1.31,10.68,-7.67,3.11,-6.76
,,0,2025-11-18T17:50:30.931Z,9.93,9.19,-3.51,1.38,10.07,-7.23,3.34,-6.16
,,0,2025-11-18T17:50:30.941Z,9.9,9.15,-3.52,1.39,9.36,-6.67,3.42,-5.61
,,0,2025-11-18T17:50:30.951Z,9.89,9.15,-3.48,1.39,8.39,-6.02,2.91,-5.07
,,0,2025-11-18T17:50:30.961Z,9.89,9.15,-3.49,1.34,7.4,-5.5,2.43,-4.31
,,0,2025-11-18T17:50:30.971Z,9.95,9.22,-3.49,1.38,6.47,-4.72,2.11,-3.89
,,0,2025-11-18T17:50:30.981Z,9.91,9.18,-3.47,1.34,5.37,-3.71,1.77,-3.46
,,0,2025-11-18T17:50:30.991Z,9.94,9.22,-3.47,1.37,4.91,-3.11,1.96,-3.25
,,0,2025-11-18T17:50:31.001Z,9.95,9.25,-3.38,1.42,4.76,-2.95,2.18,-3.04
,,0,2025-11-18T17:50:31.011Z,9.9,9.21,-3.37,1.38,4.78,-2.74,2.58,-2.95
,,0,2025-11-18T17:50:31.021Z,9.89,9.19,-3.37,1.4,4.17,-2.61,2.34,-2.25
,,0,2025-11-18T17:50:31.031Z,9.84,9.14,-3.37,1.38,3.99,-2.76,2.19,-1.87
,,0,2025-11-18T17:50:31.041Z,9.85,9.16,-3.33,1.41,3.83,-2.86,2.05,-1.5
,,0,2025-11-18T17:50:31.051Z,9.84,9.17,-3.3,1.36,3.68,-2.88,1.69,-1.55
,,0,2025-11-18T17:50:31.061Z,9.89,9.23,-3.3,1.35,3.63,-2.8,1.84,-1.4
,,0,2025-11-18T17:50:31.071Z,9.94,9.24,-3.37,1.42,3.57,-2.65,1.76,-1.63
,,0,2025-11-18T17:50:31.081Z,9.91,9.24,-3.29,1.42,3.38,-2.31,1.97,-1.47
,,0,2025-11-18T17:50:31.091Z,9.89,9.21,-3.29,1.45,3.27,-1.82,1.96,-1.87
,,0,2025-11-18T17:50:31.101Z,9.93,9.26,-3.29,1.45,3.04,-1.31,1.89,-1.99
,,0,2025-11-18T17:50:31.111Z,9.89,9.22,-3.27,1.43,2.93,-1.07,1.56,-2.24
,,0,2025-11-18T17:50:31.121Z,9.87,9.2,-3.28,1.4,3.01,-0.89,1.17,-2.63
,,0,2025-11-18T17:50:31.131Z,9.85,9.2,-3.27,1.33,3.05,-0.5,1.29,-2.72
,,0,2025-11-18T17:50:31.141Z,9.89,9.25,-3.19,1.42,3.52,-1.16,1.56,-2.93
,,0,2025-11-18T17:50:31.151Z,9.86,9.24,-3.14,1.41,3.53,-1.41,2.03,-2.52
,,0,2025-11-18T17:50:31.161Z,9.92,9.28,-3.21,1.43,4.22,-2.02,2.66,-2.57
,,0,2025-11-18T17:50:31.171Z,9.87,9.25,-3.17,1.35,4.4,-2.81,2.5,-2.28
,,0,2025-11-18T17:50:31.181Z,9.9,9.25,-3.21,1.4,4.85,-3.14,2.92,-2.27
,,0,2025-11-18T17:50:31.191Z,9.93,9.28,-3.25,1.37,4.75,-3.06,2.73,-2.4
,,0,2025-11-18T17:50:31.201Z,9.87,9.22,-3.26,1.29,5.02,-3.4,2.87,-2.31
,,0,2025-11-18T17:50:31.211Z,9.81,9.18,-3.22,1.29,5,-3.03,3.01,-2.6
,,0,2025-11-18T17:50:31.221Z,9.79,9.15,-3.23,1.29,4.65,-2.68,2.75,-2.62
,,0,2025-11-18T17:50:31.231Z,9.8,9.17,-3.18,1.33,4.25,-2.28,2.52,-2.56
,,0,2025-11-18T17:50:31.241Z,9.8,9.16,-3.22,1.34,4.08,-2.2,1.84,-2.91
,,0,2025-11-18T17:50:31.251Z,9.82,9.21,-3.16,1.32,4.11,-2.18,1.82,-2.96
,,0,2025-11-18T17:50:31.261Z,9.78,9.16,-3.19,1.27,4.57,-2.47,1.86,-3.37
,,0,2025-11-18T17:50:31.271Z,9.8,9.17,-3.19,1.33,4.4,-2.12,1.6,-3.5
,,0,2025-11-18T17:50:31.281Z,9.77,9.16,-3.15,1.25,4.57,-2.28,1.24,-3.76
,,0,2025-11-18T17:50:31.291Z,9.79,9.16,-3.18,1.32,4.92,-2.04,1.23,-4.31
,,0,2025-11-18T17:50:31.301Z,9.79,9.16,-3.2,1.3,4.9,-2.09,1.18,-4.27
,,0,2025-11-18T17:50:31.311Z,9.77,9.14,-3.19,1.3,5.05,-1.74,1.08,-4.62
,,0,2025-11-18T17:50:31.321Z,9.81,9.17,-3.19,1.37,5.36,-1.5,0.75,-5.09
,,0,2025-11-18T17:50:31.331Z,9.78,9.15,-3.2,1.28,5.5,-1.6,0.69,-5.21
,,0,2025-11-18T17:50:31.341Z,9.8,9.17,-3.24,1.25,5.87,-1.87,0.7,-5.52
,,0,2025-11-18T17:50:31.351Z,9.82,9.18,-3.23,1.31,6,-2.08,0.24,-5.62
,,0,2025-11-18T17:50:31.361Z,9.81,9.18,-3.19,1.32,6.05,-2.38,0.5,-5.53
,,0,2025-11-18T17:50:31.371Z,9.88,9.26,-3.21,1.29,6.11,-2.42,0.52,-5.59
,,0,2025-11-18T17:50:31.381Z,9.92,9.29,-3.23,1.3,6.17,-2.69,0.28,-5.55
,,0,2025-11-18T17:50:31.391Z,9.88,9.25,-3.25,1.21,6.13,-2.66,0.79,-5.47
,,0,2025-11-18T17:50:31.401Z,9.86,9.22,-3.25,1.25,6.44,-3.12,1.11,-5.52
,,0,2025-11-18T17:50:31.411Z,9.82,9.18,-3.23,1.3,6.02,-2.85,1.01,-5.21
,,0,2025-11-18T17:50:31.421Z,9.87,9.24,-3.25,1.25,6.47,-3.75,0.7,-5.22
,,0,2025-11-18T17:50:31.431Z,9.93,9.27,-3.29,1.33,6.29,-3.66,1.21,-4.96
,,0,2025-11-18T17:50:31.441Z,9.91,9.26,-3.28,1.24,6.48,-3.99,1.27,-4.95
,,0,2025-11-18T17:50:31.451Z,9.9,9.24,-3.27,1.36,6.29,-3.56,1.36,-5
,,0,2025-11-18T17:50:31.461Z,9.88,9.23,-3.28,1.35,6.33,-3.65,1.95,-4.79
,,0,2025-11-18T17:50:31.471Z,9.89,9.24,-3.27,1.3,6.13,-3.67,1.49,-4.67
,,0,2025-11-18T17:50:31.481Z,9.84,9.18,-3.27,1.36,6.43,-4.15,1.82,-4.56
,,0,2025-11-18T17:50:31.491Z,9.84,9.19,-3.27,1.28,6.25,-4.12,1.8,-4.34
,,0,2025-11-18T17:50:31.501Z,9.87,9.21,-3.26,1.38,6.17,-3.75,2.04,-4.46
,,0,2025-11-18T17:50:31.511Z,9.81,9.18,-3.22,1.26,6.39,-4.16,2.08,-4.39
,,0,2025-11-18T17:50:31.521Z,9.82,9.16,-3.26,1.34,6.56,-4.14,1.86,-4.73
,,0,2025-11-18T17:50:31.531Z,9.83,9.17,-3.28,1.31,6.81,-4.48,1.83,-4.79
,,0,2025-11-18T17:50:31.541Z,9.82,9.16,-3.27,1.32,6.85,-4.3,2.1,-4.9
,,0,2025-11-18T17:50:31.551Z,9.79,9.15,-3.24,1.27,7.05,-4.39,2.26,-5.04
,,0,2025-11-18T17:50:31.561Z,9.76,9.11,-3.24,1.35,7.47,-4.68,2.41,-5.3
,,0,2025-11-18T17:50:31.571Z,9.75,9.11,-3.21,1.35,7.6,-5.06,1.94,-5.33
,,0,2025-11-18T17:50:31.581Z,9.77,9.13,-3.24,1.25,7.53,-5.05,1.56,-5.37
,,0,2025-11-18T17:50:31.591Z,9.77,9.11,-3.29,1.31,7.61,-5.21,0.95,-5.47
,,0,2025-11-18T17:50:31.601Z,9.77,9.11,-3.3,1.3,7.84,-4.75,0.86,-6.18
,,0,2025-11-18T17:50:31.611Z,9.86,9.18,-3.33,1.33,7.72,-4.71,0.53,-6.1
,,0,2025-11-18T17:50:31.621Z,9.89,9.2,-3.37,1.35,7.82,-4.28,0.25,-6.53
,,0,2025-11-18T17:50:31.631Z,9.87,9.19,-3.33,1.36,7.77,-3.92,0.44,-6.69
,,0,2025-11-18T17:50:31.641Z,9.86,9.18,-3.31,1.42,7.94,-3.57,0.62,-7.06
,,0,2025-11-18T17:50:31.651Z,9.83,9.16,-3.31,1.37,8.18,-3.81,0.65,-7.21
,,0,2025-11-18T17:50:31.661Z,9.89,9.17,-3.42,1.41,8.05,-3.3,-0.16,-7.34
,,0,2025-11-18T17:50:31.671Z,9.87,9.17,-3.38,1.39,7.99,-2.76,-0.45,-7.48
,,0,2025-11-18T17:50:31.681Z,9.96,9.27,-3.35,1.43,7.71,-2.51,-0.4,-7.27
,,0,2025-11-18T17:50:31.691Z,9.95,9.25,-3.35,1.45,7.61,-2.48,-0.04,-7.19
,,0,2025-11-18T17:50:31.701Z,9.96,9.26,-3.37,1.46,7.31,-2.12,-0.02,-7
,,0,2025-11-18T17:50:31.711Z,9.98,9.28,-3.39,1.41,7.04,-2.41,-0.03,-6.62
,,0,2025-11-18T17:50:31.721Z,9.99,9.29,-3.36,1.48,6.61,-2.11,0.43,-6.24
,,0,2025-11-18T17:50:31.731Z,9.99,9.29,-3.37,1.45,6.39,-2.79,0.78,-5.7
,,0,2025-11-18T17:50:31.741Z,9.96,9.27,-3.36,1.45,5.83,-2.81,1,-5.02
,,0,2025-11-18T17:50:31.751Z,9.99,9.3,-3.37,1.45,5.58,-3.05,1.82,-4.31
,,0,2025-11-18T17:50:31.761Z,10,9.31,-3.35,1.43,5.48,-3.15,2.37,-3.8
,,0,2025-11-18T17:50:31.771Z,9.97,9.29,-3.37,1.35,5.26,-2.92,2.72,-3.43
,,0,2025-11-18T17:50:31.781Z,9.92,9.23,-3.34,1.4,5.14,-2.98,2.73,-3.18
,,0,2025-11-18T17:50:31.791Z,9.89,9.21,-3.29,1.47,4.99,-2.85,2.61,-3.15
,,0,2025-11-18T17:50:31.801Z,9.87,9.2,-3.34,1.29,4.88,-3.01,2.39,-3.01
,,0,2025-11-18T17:50:31.811Z,9.91,9.23,-3.37,1.33,4.76,-2.86,2.08,-3.18
,,0,2025-11-18T17:50:31.821Z,9.91,9.23,-3.32,1.43,4.57,-2.5,1.77,-3.38
,,0,2025-11-18T17:50:31.831Z,9.9,9.24,-3.28,1.34,4.38,-1.58,1.69,-3.73
,,0,2025-11-18T17:50:31.841Z,9.92,9.24,-3.33,1.39,4.44,-1.02,1.36,-4.1
,,0,2025-11-18T17:50:31.851Z,9.87,9.22,-3.28,1.34,4.76,-0.56,1.27,-4.55
,,0,2025-11-18T17:50:32.134Z,9.85,9.21,-3.23,1.37,5.7,-1.52,3.53,-4.21
,,0,2025-11-18T17:50:32.143Z,9.87,9.2,-3.29,1.4,5.56,-2.02,3.26,-4.02
,,0,2025-11-18T17:50:32.153Z,9.93,9.27,-3.28,1.34,5.4,-2.08,3.08,-3.92
,,0,2025-11-18T17:50:32.163Z,9.99,9.33,-3.28,1.42,5.9,-2.26,3.63,-4.06
,,0,2025-11-18T17:50:32.173Z,10,9.34,-3.27,1.45,6.3,-2.52,3.96,-4.21
,,0,2025-11-18T17:50:32.183Z,9.98,9.33,-3.24,1.48,6.62,-2.43,4.45,-4.26
,,0,2025-11-18T17:50:32.193Z,9.91,9.26,-3.23,1.42,6.42,-1.81,4.49,-4.21
,,0,2025-11-18T17:50:32.203Z,9.85,9.19,-3.26,1.38,6.79,-1.76,4.84,-4.42
,,0,2025-11-18T17:50:32.213Z,9.82,9.17,-3.22,1.43,6.67,-1.25,4.76,-4.51
,,0,2025-11-18T17:50:32.223Z,9.81,9.14,-3.25,1.43,6.62,-1.39,4.71,-4.44
,,0,2025-11-18T17:50:32.233Z,9.78,9.14,-3.2,1.39,6.26,-1.18,4.62,-4.06
,,0,2025-11-18T17:50:32.243Z,9.73,9.09,-3.16,1.44,6.14,-1.44,4.22,-4.22
,,0,2025-11-18T17:50:32.253Z,9.83,9.2,-3.16,1.42,6.09,-1.48,4.03,-4.32
,,0,2025-11-18T17:50:32.263Z,9.76,9.13,-3.14,1.44,6.35,-1.97,4.25,-4.28
,,0,2025-11-18T17:50:32.273Z,9.78,9.13,-3.19,1.47,6.5,-1.83,4.24,-4.57
,,0,2025-11-18T17:50:32.283Z,9.78,9.14,-3.18,1.38,6.54,-2.02,4.21,-4.58
,,0,2025-11-18T17:50:32.293Z,9.8,9.16,-3.21,1.29,6.52,-2.05,3.77,-4.9
,,0,2025-11-18T17:50:32.303Z,9.79,9.14,-3.24,1.28,6.97,-2.4,4.12,-5.08
,,0,2025-11-18T17:50:32.313Z,9.74,9.1,-3.25,1.28,7.25,-2.34,3.87,-5.67
,,0,2025-11-18T17:50:32.323Z,9.77,9.14,-3.25,1.2,6.95,-2.31,3.66,-5.44
,,0,2025-11-18T17:50:32.333Z,9.75,9.12,-3.23,1.24,7.12,-2.75,3.21,-5.73
,,0,2025-11-18T17:50:32.343Z,9.82,9.16,-3.3,1.29,6.45,-2.66,2.54,-5.3
,,0,2025-11-18T17:50:32.353Z,9.8,9.15,-3.29,1.24,6.36,-2.54,2.44,-5.29
,,0,2025-11-18T17:50:32.363Z,9.77,9.11,-3.33,1.24,6.06,-2.05,2.04,-5.32
,,0,2025-11-18T17:50:32.373Z,9.77,9.11,-3.31,1.29,5.85,-1.62,1.53,-5.4
,,0,2025-11-18T17:50:32.383Z,9.79,9.12,-3.31,1.26,5.72,-1.25,0.85,-5.52
,,0,2025-11-18T17:50:32.393Z,9.81,9.13,-3.35,1.27,5.3,-0.69,0.75,-5.21
,,0,2025-11-18T17:50:32.403Z,9.77,9.1,-3.3,1.31,5.41,-0.42,0.43,-5.38
,,0,2025-11-18T17:50:32.413Z,9.74,9.09,-3.26,1.29,5.13,-0.15,0.13,-5.12
,,0,2025-11-18T17:50:32.423Z,9.69,9.03,-3.23,1.34,5.22,-0.05,0.18,-5.21
,,0,2025-11-18T17:50:32.433Z,9.71,9.07,-3.24,1.3,5.04,-0.3,-0.54,-5
,,0,2025-11-18T17:50:32.443Z,9.77,9.11,-3.27,1.36,5.08,-0.45,-0.87,-4.98
,,0,2025-11-18T17:50:32.453Z,9.78,9.13,-3.22,1.38,5.34,-0.39,-0.98,-5.23
,,0,2025-11-18T17:50:32.463Z,9.77,9.12,-3.25,1.35,5.35,-0.45,-1.43,-5.14
,,0,2025-11-18T17:50:32.473Z,9.74,9.08,-3.25,1.42,5.7,-0.54,-1.3,-5.53
,,0,2025-11-18T17:50:32.483Z,9.77,9.11,-3.22,1.45,5.78,-0.66,-1.49,-5.55
,,0,2025-11-18T17:50:32.493Z,9.79,9.12,-3.24,1.44,5.91,-0.85,-1.69,-5.6
,,0,2025-11-18T17:50:32.503Z,9.84,9.18,-3.23,1.47,6.01,-1.31,-1.76,-5.6
,,0,2025-11-18T17:50:32.513Z,9.9,9.25,-3.25,1.43,6.03,-1.85,-1.43,-5.56
,,0,2025-11-18T17:50:32.523Z,9.9,9.24,-3.26,1.39,5.85,-2.14,-0.82,-5.38
,,0,2025-11-18T17:50:32.533Z,9.89,9.23,-3.25,1.45,5.95,-2.89,-0.59,-5.17
,,0,2025-11-18T17:50:32.543Z,9.89,9.22,-3.27,1.44,5.93,-3.21,-0.02,-4.98
