#group,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,
,result,table,_time,Amag,Ax,Ay,Az,Gmag,Gx,Gy,Gz
,,0,2025-11-18T17:43:20.204Z,9.85,7.41,-6.16,2.01,7.27,-5.11,2.14,-4.71
,,0,2025-11-18T17:43:20.214Z,9.87,7.4,-6.22,1.97,7.35,-5.44,2.08,-4.49
,,0,2025-11-18T17:43:20.224Z,9.87,7.42,-6.19,2.02,7.63,-5.37,2.09,-5
,,0,2025-11-18T17:43:20.234Z,9.9,7.41,-6.28,1.9,7.55,-5.41,1.44,-5.07
,,0,2025-11-18T17:43:20.244Z,9.92,7.43,-6.27,1.95,7.42,-5.39,1.17,-4.97
,,0,2025-11-18T17:43:20.254Z,10.05,7.48,-6.43,1.93,7.54,-5.72,0.85,-4.85
,,0,2025-11-18T17:43:20.264Z,9.93,7.5,-6.23,1.86,7.16,-5.47,1.03,-4.5
,,0,2025-11-18T17:43:20.274Z,10.11,7.52,-6.42,2.13,7.52,-5.15,1.88,-5.15
,,0,2025-11-18T17:43:20.284Z,10.08,7.45,-6.44,2.18,6.45,-3.94,1.33,-4.93
,,0,2025-11-18T17:43:20.294Z,9.98,7.49,-6.24,2.11,6.24,-3.52,1.51,-4.92
,,0,2025-11-18T17:43:20.304Z,9.98,7.51,-6.19,2.19,6.3,-3.47,1.76,-4.96
,,0,2025-11-18T17:43:20.314Z,10.05,7.49,-6.33,2.2,6.07,-2.58,1.89,-5.16
,,0,2025-11-18T17:43:20.324Z,9.91,7.43,-6.24,2.02,5.92,-2.79,1.81,-4.9
,,0,2025-11-18T17:43:20.334Z,9.84,7.46,-6.1,2.01,6.48,-3.5,1.92,-5.11
,,0,2025-11-18T17:43:20.344Z,9.96,7.52,-6.26,1.88,7,-3.82,2.26,-5.42
,,0,2025-11-18T17:43:20.354Z,9.98,7.45,-6.33,2,6.57,-3.35,2.5,-5.08
,,0,2025-11-18T17:43:20.364Z,9.88,7.46,-6.22,1.84,6.44,-3.2,2.28,-5.1
,,0,2025-11-18T17:43:20.374Z,9.83,7.45,-6.16,1.79,6.39,-3.24,2.79,-4.74
,,0,2025-11-18T17:43:20.384Z,9.9,7.42,-6.29,1.85,6.74,-3.23,3.04,-5.08
,,0,2025-11-18T17:43:20.394Z,9.91,7.37,-6.33,1.93,6.46,-2.43,2.57,-5.4
,,0,2025-11-18T17:43:20.404Z,9.8,7.38,-6.14,1.93,6.25,-2.31,2.21,-5.37
,,0,2025-11-18T17:43:20.414Z,9.84,7.44,-6.16,1.9,6.61,-3.04,2.67,-5.23
,,0,2025-11-18T17:43:20.424Z,9.9,7.42,-6.23,2,6.84,-3.27,2.31,-5.55
,,0,2025-11-18T17:43:20.434Z,9.8,7.35,-6.17,1.96,6.68,-4.36,1.58,-4.81
,,0,2025-11-18T17:43:20.444Z,9.92,7.49,-6.21,1.93,6.95,-4.14,1.91,-5.24
,,0,2025-11-18T17:43:20.454Z,10.1,7.5,-6.45,2.03,6.97,-3.89,1.99,-5.43
,,0,2025-11-18T17:43:20.464Z,10.05,7.44,-6.46,2.02,6.68,-3.16,2.19,-5.47
,,0,2025-11-18T17:43:20.474Z,9.96,7.48,-6.24,2.08,6.28,-2.17,1.79,-5.62
,,0,2025-11-18T17:43:20.484Z,9.98,7.46,-6.3,2.07,6.1,-2.6,2.18,-5.07
,,0,2025-11-18T17:43:20.494Z,9.95,7.44,-6.25,2.14,5.98,-2.26,2.41,-4.98
,,0,2025-11-18T17:43:20.504Z,9.87,7.4,-6.2,2.09,5.98,-2.31,1.89,-5.18
,,0,2025-11-18T17:43:20.514Z,9.85,7.38,-6.19,2.09,5.77,-2.63,1.64,-4.87
,,0,2025-11-18T17:43:20.524Z,9.85,7.46,-6.1,2.03,6.16,-3.08,1.92,-4.98
,,0,2025-11-18T17:43:20.534Z,9.88,7.43,-6.19,1.99,6.38,-2.88,2.41,-5.16
,,0,2025-11-18T17:43:20.544Z,9.83,7.38,-6.2,1.95,6.72,-3.21,2.05,-5.54
,,0,2025-11-18T17:43:20.554Z,9.83,7.47,-6.11,1.87,5.91,-2.83,2.27,-4.66
,,0,2025-11-18T17:43:20.564Z,9.96,7.46,-6.31,1.94,6.49,-2.99,2.48,-5.2
,,0,2025-11-18T17:43:20.574Z,9.87,7.35,-6.3,1.91,6.39,-2.95,2.05,-5.28
,,0,2025-11-18T17:43:20.584Z,9.92,7.42,-6.25,2.02,5.82,-2.99,1.89,-4.63
,,0,2025-11-18T17:43:20.594Z,9.99,7.47,-6.32,2.04,6.28,-3.44,1.63,-5
,,0,2025-11-18T17:43:20.604Z,9.95,7.46,-6.27,1.99,6.12,-3.23,1.89,-4.85
,,0,2025-11-18T17:43:20.614Z,9.89,7.46,-6.2,1.95,5.97,-3.73,1.6,-4.38
,,0,2025-11-18T17:43:20.624Z,9.8,7.42,-6.12,1.89,6.37,-4.5,2.03,-4.03
,,0,2025-11-18T17:43:20.634Z,9.92,7.42,-6.29,1.96,6.84,-4.57,2.6,-4.37
,,0,2025-11-18T17:43:20.644Z,9.89,7.41,-6.25,1.97,6.52,-4.24,2.11,-4.48
,,0,2025-11-18T17:43:20.654Z,9.96,7.49,-6.27,1.94,6.9,-4.12,2.48,-4.95
,,0,2025-11-18T17:43:20.664Z,9.98,7.49,-6.26,2.06,6.69,-3.66,2.66,-4.93
,,0,2025-11-18T17:43:20.674Z,9.87,7.41,-6.21,2.01,6.7,-3.29,3.07,-4.97
,,0,2025-11-18T17:43:20.684Z,10,7.48,-6.3,2.11,6.66,-3.65,3.11,-4.63
,,0,2025-11-18T17:43:20.694Z,9.89,7.37,-6.22,2.18,6.7,-3.86,2.87,-4.66
,,0,2025-11-18T17:43:20.704Z,9.94,7.46,-6.21,2.13,6.95,-3.79,2.98,-5
,,0,2025-11-18T17:43:20.714Z,9.87,7.44,-6.16,2.03,7.17,-4.64,2.69,-4.76
,,0,2025-11-18T17:43:20.724Z,9.8,7.41,-6.11,1.95,7.34,-4.9,3.04,-4.55
,,0,2025-11-18T17:43:20.734Z,10,7.43,-6.36,2.08,7.49,-4.89,3.11,-4.75
,,0,2025-11-18T17:43:20.744Z,9.85,7.38,-6.24,1.92,6.31,-3.69,2.32,-4.56
,,0,2025-11-18T17:43:20.754Z,9.81,7.38,-6.18,1.91,6.13,-3.65,2.56,-4.21
,,0,2025-11-18T17:43:20.764Z,9.85,7.44,-6.15,1.99,7.09,-4.49,2.5,-4.89
,,0,2025-11-18T17:43:20.774Z,9.84,7.41,-6.18,1.93,7.15,-4.27,2.85,-4.97
,,0,2025-11-18T17:43:20.784Z,9.86,7.37,-6.23,2.04,6.78,-3.98,2.43,-4.93
,,0,2025-11-18T17:43:20.794Z,9.92,7.4,-6.29,2.01,6.74,-3.64,1.64,-5.43
,,0,2025-11-18T17:43:20.804Z,9.93,7.47,-6.23,1.99,6.7,-4.12,1.44,-5.08
,,0,2025-11-18T17:43:20.814Z,9.93,7.45,-6.24,2.08,6.94,-4.68,0.83,-5.05
,,0,2025-11-18T17:43:20.824Z,9.93,7.49,-6.24,1.9,7.45,-5.62,0.82,-4.82
,,0,2025-11-18T17:43:20.834Z,9.92,7.49,-6.2,1.95,7.13,-5.24,1.41,-4.63
,,0,2025-11-18T17:43:20.844Z,9.98,7.43,-6.33,2.07,7.49,-5.26,1.11,-5.21
,,0,2025-11-18T17:43:20.854Z,9.95,7.45,-6.27,2.05,7.01,-4.08,1.14,-5.59
,,0,2025-11-18T17:43:20.864Z,9.82,7.4,-6.13,2.04,6.76,-3.83,1.16,-5.45
,,0,2025-11-18T17:43:20.874Z,9.94,7.46,-6.22,2.07,7.12,-3.82,1.6,-5.79
,,0,2025-11-18T17:43:20.884Z,9.89,7.46,-6.16,2.07,6.94,-3.95,1.92,-5.37
,,0,2025-11-18T17:43:20.894Z,9.96,7.46,-6.27,2.06,7.3,-4.21,2.25,-5.52
,,0,2025-11-18T17:43:20.904Z,9.9,7.5,-6.14,1.98,7.25,-4.6,2.36,-5.08
,,0,2025-11-18T17:43:20.914Z,10.03,7.54,-6.32,1.95,7.79,-4.49,3.36,-5.41
,,0,2025-11-18T17:43:20.924Z,9.98,7.43,-6.37,1.97,7.97,-3.82,3.52,-6.05
,,0,2025-11-18T17:43:20.934Z,9.94,7.43,-6.28,2.05,7.4,-3.11,3.05,-5.98
,,0,2025-11-18T17:43:20.944Z,9.9,7.39,-6.29,1.95,6.76,-2.87,2.38,-5.64
,,0,2025-11-18T17:43:20.954Z,9.82,7.41,-6.15,1.92,7.07,-3.7,2.39,-5.53
,,0,2025-11-18T17:43:20.964Z,9.79,7.36,-6.2,1.81,7.42,-4.84,2.49,-5.05
,,0,2025-11-18T17:43:20.974Z,9.75,7.3,-6.22,1.76,6.92,-4.88,1.83,-4.56
,,0,2025-11-18T17:43:20.984Z,9.89,7.4,-6.29,1.85,7.17,-5.31,1.79,-4.47
,,0,2025-11-18T17:43:20.994Z,9.91,7.37,-6.36,1.84,6.95,-4.78,1.76,-4.73
,,0,2025-11-18T17:43:21.004Z,9.9,7.35,-6.33,1.95,6.68,-4.39,1.25,-4.88
,,0,2025-11-18T17:43:21.014Z,9.97,7.41,-6.33,2.11,6.96,-4.05,1.59,-5.44
,,0,2025-11-18T17:43:21.024Z,10.08,7.49,-6.4,2.15,6.33,-3.21,1.63,-5.21
,,0,2025-11-18T17:43:21.034Z,10,7.47,-6.29,2.14,6.41,-3.47,1.44,-5.2
,,0,2025-11-18T17:43:21.044Z,9.94,7.45,-6.2,2.21,6.62,-4.25,1.7,-4.79
,,0,2025-11-18T17:43:21.054Z,9.99,7.44,-6.33,2.11,6.73,-4.37,1.44,-4.91
,,0,2025-11-18T17:43:21.064Z,10.06,7.47,-6.4,2.08,5.78,-3.38,1.26,-4.52
,,0,2025-11-18T17:43:21.074Z,9.94,7.41,-6.29,2.07,5.99,-3.21,1.07,-4.95
,,0,2025-11-18T17:43:21.084Z,9.9,7.46,-6.2,2,5.75,-3.32,1.39,-4.49
,,0,2025-11-18T17:43:21.094Z,9.98,7.49,-6.27,2.03,6.12,-3.79,1.73,-4.49
,,0,2025-11-18T17:43:21.104Z,9.81,7.34,-6.2,1.96,5.97,-3.34,2.02,-4.51
,,0,2025-11-18T17:43:21.114Z,9.85,7.39,-6.19,2.01,5.71,-2.64,1.86,-4.7
,,0,2025-11-18T17:43:21.124Z,9.8,7.35,-6.19,1.94,5.95,-2.95,1.87,-4.82
,,0,2025-11-18T17:43:21.134Z,9.91,7.44,-6.25,1.98,5.91,-2.38,1.61,-5.16
,,0,2025-11-18T17:43:21.144Z,9.99,7.44,-6.38,1.95,6.06,-1.76,1.42,-5.62
,,0,2025-11-18T17:43:21.154Z,9.94,7.38,-6.4,1.87,5.43,-1.18,0.54,-5.27
,,0,2025-11-18T17:43:21.164Z,9.91,7.44,-6.27,1.9,5.35,-0.81,0.66,-5.24
,,0,2025-11-18T17:43:21.174Z,9.91,7.45,-6.27,1.85,5.31,-1.41,0.75,-5.07
,,0,2025-11-18T17:43:21.184Z,9.74,7.35,-6.15,1.72,5.35,-2.26,0.91,-4.76
,,0,2025-11-18T17:43:21.194Z,9.96,7.47,-6.31,1.88,5.29,-2.46,1.28,-4.5
,,0,2025-11-18T17:43:21.204Z,9.94,7.41,-6.35,1.92,5.82,-1.81,1.15,-5.41
,,0,2025-11-18T17:43:21.214Z,9.86,7.39,-6.21,2,5.94,-1.57,0.92,-5.66
,,0,2025-11-18T17:43:21.224Z,9.83,7.43,-6.12,1.99,5.7,-1.4,1.05,-5.43
,,0,2025-11-18T17:43:21.234Z,9.85,7.41,-6.17,2.01,6.35,-2.24,1.24,-5.81
,,0,2025-11-18T17:43:21.244Z,9.93,7.45,-6.24,2.03,6.07,-2.09,1.48,-5.5
,,0,2025-11-18T17:43:21.254Z,9.99,7.47,-6.3,2.07,6.01,-2.52,1.32,-5.29
,,0,2025-11-18T17:43:21.264Z,9.94,7.41,-6.3,2.06,5.45,-2.02,1.45,-4.85
,,0,2025-11-18T17:43:21.274Z,9.9,7.47,-6.18,2,5.74,-2.74,1.84,-4.69
,,0,2025-11-18T17:43:21.284Z,9.95,7.4,-6.32,2.06,6.24,-2.63,1.68,-5.4
,,0,2025-11-18T17:43:21.294Z,9.94,7.42,-6.29,2.02,6.06,-2.24,1.83,-5.33
,,0,2025-11-18T17:43:21.304Z,9.93,7.42,-6.29,2.03,5.77,-1.81,1,-5.38
,,0,2025-11-18T17:43:21.314Z,9.86,7.46,-6.14,1.98,5.84,-2.34,0.82,-5.28
,,0,2025-11-18T17:43:21.324Z,9.87,7.47,-6.19,1.85,5.83,-2.59,0.86,-5.15
,,0,2025-11-18T17:43:21.334Z,9.92,7.39,-6.32,1.96,6.06,-2.44,0.8,-5.49
,,0,2025-11-18T17:43:21.344Z,9.83,7.34,-6.25,1.97,5.32,-1.76,0.37,-5.01
,,0,2025-11-18T17:43:21.354Z,9.93,7.43,-6.28,1.99,5.78,-1.31,0.54,-5.6
,,0,2025-11-18T17:43:21.364Z,9.99,7.44,-6.32,2.13,6.33,-1.5,0.5,-6.13
,,0,2025-11-18T17:43:21.374Z,9.94,7.44,-6.27,2.07,6.09,-0.88,0.04,-6.02
,,0,2025-11-18T17:43:21.384Z,9.97,7.43,-6.28,2.19,5.85,-0.92,-0.47,-5.76
,,0,2025-11-18T17:43:21.394Z,9.89,7.45,-6.16,2.06,6.43,-2.18,-0.59,-6.02
,,0,2025-11-18T17:43:21.404Z,9.99,7.51,-6.28,2,6.07,-2.48,-0.87,-5.47
,,0,2025-11-18T17:43:21.414Z,9.93,7.51,-6.18,1.99,6.22,-2.99,-0.71,-5.41
,,0,2025-11-18T17:43:21.424Z,10.03,7.57,-6.29,1.93,5.96,-2.53,-0.09,-5.4
,,0,2025-11-18T17:43:21.434Z,10.01,7.53,-6.32,1.91,6.01,-1.48,-0.19,-5.82
,,0,2025-11-18T17:43:21.444Z,9.95,7.43,-6.29,2.04,6.11,-0.4,0.24,-6.09
,,0,2025-11-18T17:43:21.454Z,9.98,7.48,-6.26,2.12,6.47,0.15,0.29,-6.47
,,0,2025-11-18T17:43:21.464Z,9.85,7.46,-6.11,2.03,5.88,-0.02,0.71,-5.83
,,0,2025-11-18T17:43:21.474Z,9.95,7.49,-6.2,2.13,6.02,0.01,0.85,-5.96
,,0,2025-11-18T17:43:21.484Z,9.86,7.37,-6.23,2.03,6.01,-0.4,0.31,-5.99
,,0,2025-11-18T17:43:21.494Z,9.89,7.43,-6.2,2.06,5.84,-0.18,0.94,-5.76
,,0,2025-11-18T17:43:21.504Z,9.84,7.43,-6.15,1.94,5.41,-0.34,0.56,-5.37
,,0,2025-11-18T17:43:21.514Z,9.87,7.42,-6.21,1.93,6.18,-0.56,0.21,-6.15
,,0,2025-11-18T17:43:21.524Z,9.8,7.42,-6.13,1.86,6.49,-0.53,0.48,-6.45
,,0,2025-11-18T17:43:21.534Z,9.88,7.44,-6.2,1.94,6.11,-0.58,0.46,-6.07
,,0,2025-11-18T17:43:21.544Z,9.76,7.34,-6.15,1.89,6.49,-0.79,0.61,-6.41
,,0,2025-11-18T17:43:21.554Z,9.88,7.39,-6.25,1.96,6.36,-0.6,0.26,-6.33
,,0,2025-11-18T17:43:21.564Z,9.88,7.43,-6.24,1.87,6.4,-1.08,0.01,-6.31
,,0,2025-11-18T17:43:21.574Z,9.83,7.42,-6.15,1.97,6.39,-1.44,-0.15,-6.22
,,0,2025-11-18T17:43:21.584Z,9.98,7.51,-6.29,1.92,6.17,-1.54,0.21,-5.97
,,0,2025-11-18T17:43:21.594Z,10.1,7.51,-6.42,2.06,6.6,-0.89,-0.34,-6.53
,,0,2025-11-18T17:43:21.604Z,10.11,7.49,-6.47,2.03,6.44,-0.34,-0.37,-6.42
,,0,2025-11-18T17:43:21.614Z,9.9,7.41,-6.23,2.04,6.13,-0.52,-0.79,-6.06
,,0,2025-11-18T17:43:21.624Z,9.89,7.49,-6.11,2.11,5.71,-1.14,-0.73,-5.55
,,0,2025-11-18T17:43:21.634Z,9.88,7.46,-6.14,2.06,6.12,-2.2,-0.41,-5.69
,,0,2025-11-18T17:43:21.644Z,9.82,7.43,-6.11,1.98,5.8,-2.53,-0.17,-5.21
,,0,2025-11-18T17:43:21.654Z,9.92,7.49,-6.16,2.09,5.94,-2.76,0.02,-5.27
,,0,2025-11-18T17:43:21.664Z,9.95,7.5,-6.21,2.02,6.23,-2.17,0.38,-5.82
,,0,2025-11-18T17:43:21.674Z,9.98,7.53,-6.24,1.99,6.31,-1.44,0.1,-6.14
,,0,2025-11-18T17:43:21.684Z,10.02,7.57,-6.22,2.09,6.47,-0.62,0.79,-6.4
,,0,2025-11-18T17:43:21.694Z,9.94,7.49,-6.19,2.09,6.49,-0.11,0.63,-6.46
,,0,2025-11-18T17:43:21.704Z,9.82,7.42,-6.11,2,6.75,0.38,0.16,-6.74
,,0,2025-11-18T17:43:21.714Z,9.78,7.41,-6.08,1.93,6.68,0.1,-0.19,-6.67
,,0,2025-11-18T17:43:21.724Z,9.74,7.4,-6.06,1.85,6.51,-0.85,0.02,-6.46
,,0,2025-11-18T17:43:21.734Z,9.68,7.38,-5.98,1.85,5.93,-0.99,-0.15,-5.84
,,0,2025-11-18T17:43:21.744Z,9.85,7.41,-6.2,1.89,5.55,-1.04,-0.47,-5.43
,,0,2025-11-18T17:43:21.754Z,9.84,7.4,-6.18,1.93,5.82,-0.52,-0.98,-5.71
,,0,2025-11-18T17:43:21.764Z,9.99,7.44,-6.34,2.05,5.89,-0.2,-0.92,-5.82
,,0,2025-11-18T17:43:21.774Z,9.93,7.48,-6.23,1.94,5.81,-0.38,-1.09,-5.69
,,0,2025-11-18T17:43:21.784Z,9.99,7.54,-6.19,2.13,6.09,-1.11,-1.27,-5.85
,,0,2025-11-18T17:43:21.94Z,9.81,7.43,-6.13,1.88,5.49,-1.68,-0.47,-5.21
,,0,2025-11-18T17:43:21.948Z,9.91,7.57,-6.11,1.88,5.74,-2.3,-0.67,-5.21
,,0,2025-11-18T17:43:21.958Z,9.94,7.63,-6.08,1.93,5.8,-2.79,-0.05,-5.08
,,0,2025-11-18T17:43:21.968Z,10.09,7.58,-6.36,1.98,6.39,-2.89,0.07,-5.7
,,0,2025-11-18T17:43:21.978Z,10.14,7.6,-6.42,2,6.29,-1.73,-0.07,-6.05
,,0,2025-11-18T17:43:21.988Z,10.11,7.71,-6.21,2.08,6.13,-1.89,-0.01,-5.83
,,0,2025-11-18T17:43:21.998Z,10.03,7.65,-6.15,2.07,5.61,-2.38,0.31,-5.07
,,0,2025-11-18T17:43:22.008Z,10.04,7.59,-6.2,2.15,5.95,-2.26,0.53,-5.48
,,0,2025-11-18T17:43:22.018Z,9.9,7.54,-6.07,2.1,5.76,-2.16,0.75,-5.29
,,0,2025-11-18T17:43:22.028Z,9.93,7.54,-6.1,2.09,6.04,-1.92,0.5,-5.7
,,0,2025-11-18T17:43:22.038Z,9.76,7.43,-6.01,1.98,6,-1.98,0.67,-5.63
,,0,2025-11-18T17:43:22.048Z,9.68,7.43,-5.91,1.89,5.88,-2.02,0.84,-5.46
,,0,2025-11-18T17:43:22.058Z,9.85,7.48,-6.1,1.98,6.15,-2.03,0.89,-5.74
,,0,2025-11-18T17:43:22.068Z,9.82,7.41,-6.15,1.94,6.29,-1.18,0.61,-6.15
,,0,2025-11-18T17:43:22.078Z,9.88,7.55,-6.1,1.86,6.1,-1.43,0.13,-5.93
,,0,2025-11-18T17:43:22.088Z,9.82,7.55,-5.99,1.87,6.13,-2.23,0.19,-5.7
,,0,2025-11-18T17:43:22.098Z,9.84,7.49,-6.1,1.9,6.35,-3,0.4,-5.58
,,0,2025-11-18T17:43:22.108Z,9.82,7.45,-6.12,1.86,5.81,-2.78,0.17,-5.1
,,0,2025-11-18T17:43:22.118Z,9.77,7.42,-6.08,1.84,6.16,-3.26,0.06,-5.22
,,0,2025-11-18T17:43:22.128Z,9.88,7.48,-6.15,1.93,5.96,-3.18,-0.14,-5.04
,,0,2025-11-18T17:43:22.138Z,9.9,7.47,-6.21,1.93,6.18,-2.79,-0.26,-5.5
,,0,2025-11-18T17:43:22.148Z,9.87,7.49,-6.12,1.98,6.83,-3.79,-0.62,-5.65
,,0,2025-11-18T17:43:22.158Z,9.92,7.61,-6.04,2.01,7.36,-4.11,-0.74,-6.05
,,0,2025-11-18T17:43:22.168Z,10.03,7.64,-6.22,1.91,7.63,-4.67,-0.2,-6.03
,,0,2025-11-18T17:43:22.178Z,9.95,7.62,-6.1,1.94,8.12,-5.24,0.19,-6.21
,,0,2025-11-18T17:43:22.188Z,10.05,7.63,-6.19,2.1,7.91,-5.36,0.6,-5.79
,,0,2025-11-18T17:43:22.198Z,10.03,7.62,-6.21,2.01,7.42,-4.61,0.3,-5.8
,,0,2025-11-18T17:43:22.208Z,9.99,7.65,-6.05,2.13,7.44,-4.48,0.89,-5.87
,,0,2025-11-18T17:43:22.218Z,10,7.65,-6.09,2.1,7.15,-4.19,0.83,-5.73
,,0,2025-11-18T17:43:22.228Z,9.98,7.65,-6.06,2.1,6.98,-3.94,0.63,-5.73
,,0,2025-11-18T17:43:22.238Z,9.91,7.64,-5.99,1.95,7.4,-4.16,0.71,-6.08
,,0,2025-11-18T17:43:22.248Z,9.89,7.64,-5.97,1.94,7.94,-4.61,0.66,-6.44
,,0,2025-11-18T17:43:22.258Z,9.98,7.68,-6.07,1.94,8.47,-4.98,0.63,-6.82
,,0,2025-11-18T17:43:22.268Z,9.89,7.65,-6.02,1.79,8.06,-5.24,0.47,-6.11
,,0,2025-11-18T17:43:22.278Z,9.87,7.62,-6,1.83,8.38,-5.08,0.5,-6.64
,,0,2025-11-18T17:43:22.288Z,9.94,7.65,-6.01,2.02,8.84,-5.21,0.76,-7.11
,,0,2025-11-18T17:43:22.298Z,9.8,7.58,-5.92,1.91,8.34,-4.67,0.69,-6.87
,,0,2025-11-18T17:43:22.308Z,9.84,7.54,-5.98,2.02,8.33,-4.76,0.56,-6.81
,,0,2025-11-18T17:43:22.318Z,9.79,7.55,-5.89,2.02,8.77,-4.82,0.99,-7.26
,,0,2025-11-18T17:43:22.328Z,9.87,7.58,-5.98,2.06,8.48,-4.57,1.02,-7.07
,,0,2025-11-18T17:43:22.338Z,9.91,7.53,-6.12,2.01,8.56,-4.68,0.84,-7.12
,,0,2025-11-18T17:43:22.348Z,9.94,7.64,-6.05,1.95,8.41,-4.59,0.71,-7.02
,,0,2025-11-18T17:43:22.358Z,9.93,7.64,-6.03,1.94,8.83,-4.66,0.95,-7.44
